onset	duration	stimulus
9.0495	4.0	CSnegFt
33.013	4.0	CSminHt
57.0157	4.0	CSnegHt
81.0278	4.0	CSminFt
105.0377	4.0	CSnegFt
129.0465	4.0	CSminHt
153.0459	4.0	CSnegHt
177.0124	4.0	CSminFt
201.0248	4.0	CSnegHf
225.0344	4.0	CSminHf
249.0436	4.0	CSminFf
273.0431	4.0	CSnegFf
297.009	4.0	CSnegHf
321.0117	4.0	CSnegFt
345.0213	4.0	CSminHt
369.0408	4.0	CSnegHt
393.0402	4.0	CSminFt
417.0057	4.0	CSminFf
441.0084	4.0	CSminFf
465.0185	4.0	CSnegFf
489.0379	4.0	CSminHf
513.0373	4.0	CSnegHf
537.0024	4.0	CSnegFt
561.005	4.0	CSminHt
585.0156	4.0	CSnegHt
609.035	4.0	CSminFt
633.0344	4.0	CSnegHf
656.999	4.0	CSminHf
681.0017	4.0	CSminHf
705.0127	4.0	CSminFf
729.0321	4.0	CSnegFf
753.0315	4.0	CSnegFt
776.9957	4.0	CSminHt
800.9983	4.0	CSnegHt
825.0098	4.0	CSminFt
849.0293	4.0	CSminFf
873.0287	4.0	CSminHf
896.9923	4.0	CSnegFf
920.995	4.0	CSnegHf
945.007	4.0	CSnegFf
969.0264	4.0	CSnegFt
993.0258	4.0	CSminHt
1017.0252	4.0	CSnegHt
1040.9917	4.0	CSminFt
1064.9943	4.0	CSnegHf
1089.0137	4.0	CSminHf
1113.0229	4.0	CSnegFf
1137.0224	4.0	CSminFf
1160.9883	4.0	CSnegFt
1184.991	4.0	CSminHt
1209.0103	4.0	CSnegHt
1233.0201	4.0	CSminFt
1253.5002	0.5	USneg
1278.9834	4.0	CSnegFt
1302.986	4.0	CSminHt
1326.9978	4.0	CSnegHt
1351.0172	4.0	CSminFt
1375.0168	4.0	GenPCSnegF
1399.0161	4.0	GenPCSminF
1422.9827	4.0	GenPCSnegH
1446.9951	4.0	GenPCSminH
