onset	duration	stimulus
9.0398	4.0	CSminHt
33.0292	4.0	CSnegFt
57.0487	4.0	CSminFt
81.0146	4.0	CSnegHt
105.0174	4.0	CSminHt
129.0272	4.0	CSnegFt
153.0467	4.0	CSminFt
177.0462	4.0	CSnegHt
201.0117	4.0	CSnegHf
205.0093	0.5	USneg
225.0144	4.0	CSminHf
249.0247	4.0	CSminFf
273.0442	4.0	CSnegFf
277.0242	0.5	USneg
297.0437	4.0	CSnegHf
301.0237	0.5	USneg
321.0087	4.0	CSminHt
345.0115	4.0	CSnegFt
369.0222	4.0	CSminFt
393.0417	4.0	CSnegHt
417.0212	4.0	CSminFf
441.0058	4.0	CSminFf
465.0085	4.0	CSnegFf
469.0061	0.5	USneg
489.0196	4.0	CSminHf
513.0392	4.0	CSnegHf
517.0192	0.5	USneg
537.0386	4.0	CSminHt
561.0028	4.0	CSnegFt
585.0055	4.0	CSminFt
609.0171	4.0	CSnegHt
633.0366	4.0	CSnegHf
637.0167	0.5	USneg
657.0161	4.0	CSminHf
680.9998	4.0	CSminHf
705.0026	4.0	CSminFf
729.0146	4.0	CSnegFf
733.003	0.5	USneg
753.0248	4.0	CSminHt
777.0136	4.0	CSnegFt
801.0331	4.0	CSminFt
824.9996	4.0	CSnegHt
849.0024	4.0	CSminFf
873.0218	4.0	CSminHf
897.0311	4.0	CSnegFf
901.0112	0.5	USneg
921.0306	4.0	CSnegHf
925.0107	0.5	USneg
944.9967	4.0	CSnegFf
948.9943	0.5	USneg
968.9994	4.0	CSminHt
993.0091	4.0	CSnegFt
1017.0086	4.0	CSminFt
1041.0281	4.0	CSnegHt
1064.9937	4.0	CSnegHf
1068.9914	0.5	USneg
1088.9965	4.0	CSminHf
1113.0066	4.0	CSnegFf
1116.9968	0.5	USneg
1137.0261	4.0	CSminFf
1161.0256	4.0	CSminHt
1184.9908	4.0	CSnegFt
1208.9935	4.0	CSminFt
1233.0041	4.0	CSnegHt
