onset	duration	stimulus
9.03	4.0	CSminFt
33.0496	4.0	CSminHt
57.0493	4.0	CSnegHt
81.0134	4.0	CSnegFt
105.0163	4.0	CSminFt
129.028	4.0	CSminHt
153.0477	4.0	CSnegHt
177.0473	4.0	CSnegFt
201.0112	4.0	CSnegFf
225.0141	4.0	CSminHf
249.017	4.0	CSminFf
273.0458	4.0	CSnegFf
297.0455	4.0	CSnegHf
321.0452	4.0	CSminFt
345.0118	4.0	CSminHt
369.0147	4.0	CSnegHt
393.0343	4.0	CSnegFt
417.0437	4.0	CSnegFf
441.0434	4.0	CSminHf
465.0096	4.0	CSnegHf
489.0125	4.0	CSminFf
513.0223	4.0	CSminFf
537.0419	4.0	CSminFt
561.0416	4.0	CSminHt
585.0074	4.0	CSnegHt
609.0103	4.0	CSnegFt
633.0205	4.0	CSminHf
657.0401	4.0	CSminHf
681.0398	4.0	CSnegHf
705.0052	4.0	CSminFf
729.0081	4.0	CSnegFf
753.0187	4.0	CSminFt
777.0383	4.0	CSminHt
801.038	4.0	CSnegHt
825.003	4.0	CSnegFt
849.0059	4.0	CSminFf
873.0169	4.0	CSminHf
897.0366	4.0	CSnegHf
921.0362	4.0	CSnegHf
945.0007	4.0	CSnegFf
969.0036	4.0	CSminFt
993.0151	4.0	CSminHt
1017.0348	4.0	CSnegHt
1041.0344	4.0	CSnegFt
1064.9985	4.0	CSnegHf
1089.0014	4.0	CSminHf
1113.0133	4.0	CSnegFf
1137.033	4.0	CSminFf
1161.0326	4.0	CSminFt
1185.0323	4.0	CSminHt
1208.9992	4.0	CSnegHt
1233.0116	4.0	CSnegFt
1253.4997	0.5	USneg
1279.0309	4.0	CSminFt
1303.0305	4.0	CSminHt
1326.9953	4.0	CSnegHt
1350.9982	4.0	CSnegFt
1375.0096	4.0	GenPCSnegH
1399.0291	4.0	GenPCSminF
1423.0289	4.0	GenPCSminH
1446.9931	4.0	GenPCSnegF
